,cvTerm,dataRating,deviceCategoryCode,deviceCode,deviceId,deviceLink,deviceName,hasDeviceData
1540,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0895/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-07-22T19:14:35.000Z', 'dateTo': '2015-10-08T17:23:30.000Z', 'samplePeriod': 600.0, 'sampleSize': 1}, {'dateFrom': '2015-10-08T17:23:30.000Z', 'dateTo': '2016-04-08T15:54:40.000Z', 'samplePeriod': 60.0, 'sampleSize': 1}, {'dateFrom': '2016-04-08T15:54:40.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 0}]",ADCP400KHZ,NORTEKAWACWPR2226,22956,http://data.oceannetworks.ca/DeviceListing?DeviceId=22956,Nortek AWAC AST 400 kHz 2226,True
1541,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1241/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-05-10T18:12:55.000Z', 'dateTo': '2021-06-29T00:00:00.000Z', 'samplePeriod': 600.0, 'sampleSize': 0}, {'dateFrom': '2021-06-29T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 6.0, 'sampleSize': 0}]",ADCP55KHZ,NORTEKSIGNATURE200066,24420,http://data.oceannetworks.ca/DeviceListing?DeviceId=24420,Nortek Signature55 Current Profiler 200066,True
1542,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1241/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-05-01T11:56:13.000Z', 'dateTo': '2016-08-04T21:14:34.000Z', 'samplePeriod': 600.0, 'sampleSize': 1}, {'dateFrom': '2016-08-04T21:14:34.000Z', 'dateTo': '2016-08-05T22:01:07.000Z', 'samplePeriod': 30.0, 'sampleSize': 1}, {'dateFrom': '2016-08-05T22:01:07.000Z', 'dateTo': '2021-02-02T00:00:00.000Z', 'samplePeriod': 600.0, 'sampleSize': 0}, {'dateFrom': '2021-02-02T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 6.0, 'sampleSize': 0}]",ADCP55KHZ,NORTEKSIGNATURE550056,22925,http://data.oceannetworks.ca/DeviceListing?DeviceId=22925,Nortek Signature55 Current Profiler 0056,True
1543,{'device': []},"[{'dateFrom': '2012-08-07T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.015625, 'sampleSize': 1}]",CURRENTMETER,NortekVectorMS4868,23101,http://data.oceannetworks.ca/DeviceListing?DeviceId=23101,Nortek Vector MicroSquid 4868,True
1544,{'device': []},"[{'dateFrom': '2015-10-28T18:30:56.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",CTD,NOTCSZC153CTD3R15002,22671,http://data.oceannetworks.ca/DeviceListing?DeviceId=22671,NOTC SZC15-3 CTD (S/N 3R15002),True
1545,{'device': []},[],OCEANOGRAPHICRADAR,NOVASCOTIASHELFARRAY,77972,http://data.oceannetworks.ca/DeviceListing?DeviceId=77972,Nova Scotia Shelf CODAR Array,True
1546,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2011-06-13T22:19:24.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPR05,22790,http://data.oceannetworks.ca/DeviceListing?DeviceId=22790,NRCan Bottom Pressure Recorder 5,True
1547,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2011-09-10T21:33:39.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPR06,10701,http://data.oceannetworks.ca/DeviceListing?DeviceId=10701,NRCan Bottom Pressure Recorder 06,True
1548,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2011-06-13T22:19:24.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPR52,22791,http://data.oceannetworks.ca/DeviceListing?DeviceId=22791,NRCan Bottom Pressure Recorder 52,True
1549,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2011-09-10T21:34:25.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPR80,10703,http://data.oceannetworks.ca/DeviceListing?DeviceId=10703,NRCan Bottom Pressure Recorder 80,True
1550,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2007-01-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPR83,20501,http://data.oceannetworks.ca/DeviceListing?DeviceId=20501,NRCan Bottom Pressure Recorder 83,True
1551,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2007-01-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPR87,21502,http://data.oceannetworks.ca/DeviceListing?DeviceId=21502,NRCan Bottom Pressure Recorder 87,True
1552,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2007-01-01T00:00:00.000Z', 'dateTo': '2015-09-05T16:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2015-09-05T16:00:00.000Z', 'dateTo': None, 'samplePeriod': 15.0, 'sampleSize': 1}]",BPR,NRCANBPR8B,11501,http://data.oceannetworks.ca/DeviceListing?DeviceId=11501,NRCan Bottom Pressure Recorder 8B,True
1553,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2011-09-10T21:34:06.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPR8C,10702,http://data.oceannetworks.ca/DeviceListing?DeviceId=10702,NRCan Bottom Pressure Recorder 8C,True
1554,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2016-06-19T22:14:54.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPRB8,23927,http://data.oceannetworks.ca/DeviceListing?DeviceId=23927,NRCan Bottom Pressure Recorder B8,True
1555,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2022-04-07T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPRB9,74480,http://data.oceannetworks.ca/DeviceListing?DeviceId=74480,NRCan Bottom Pressure Recorder B9,True
1556,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2013-11-19T19:21:20.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",BPR,NRCANBPRBA,23244,http://data.oceannetworks.ca/DeviceListing?DeviceId=23244,NRCAN Bottom Pressure Recorder BA,True
1557,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1652/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2019-04-15T00:00:00.000Z', 'dateTo': '2023-03-21T18:00:15.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2023-03-21T18:00:15.000Z', 'dateTo': '2023-03-21T19:10:18.000Z', 'samplePeriod': 600.0, 'sampleSize': 1}, {'dateFrom': '2023-03-21T19:10:18.000Z', 'dateTo': '2023-03-21T20:02:58.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2023-03-21T20:02:58.000Z', 'dateTo': '2023-03-21T21:30:11.000Z', 'samplePeriod': 600.0, 'sampleSize': 1}, {'dateFrom': '2023-03-21T21:30:11.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",BPR,NRCANBPRBB,32359,http://data.oceannetworks.ca/DeviceListing?DeviceId=32359,NRCan Bottom Pressure Recorder BB,True
1558,{'device': []},[],CAMSYSTEM,NRCANSTARDOTWEBCAM,22782,http://data.oceannetworks.ca/DeviceListing?DeviceId=22782,NRCan StarDot Webcam 001,True
1559,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0888/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2020-02-25T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ADCP1MHZ,NTAquadoppHRCP10314,46860,http://data.oceannetworks.ca/DeviceListing?DeviceId=46860,Nortek Aquadopp HR-Profiler 1 MHz 10314,True
1560,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0888/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2008-11-01T00:00:00.000Z', 'dateTo': '2010-05-13T23:17:54.000Z', 'samplePeriod': 120.0, 'sampleSize': 1}, {'dateFrom': '2010-05-13T23:17:54.000Z', 'dateTo': '2010-05-27T19:22:39.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2010-05-27T19:22:39.000Z', 'dateTo': None, 'samplePeriod': 10.0, 'sampleSize': 1}]",ADCP2MHZ,NTAquadoppHRCP2973,11203,http://data.oceannetworks.ca/DeviceListing?DeviceId=11203,Nortek Aquadopp HR-Profiler 2 MHz ASP2699 AQD2973,True
1561,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0888/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2008-03-01T00:00:00.000Z', 'dateTo': '2008-11-01T00:00:00.000Z', 'samplePeriod': 120.0, 'sampleSize': 1}, {'dateFrom': '2008-11-01T00:00:00.000Z', 'dateTo': '2010-05-13T23:18:34.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2010-05-13T23:18:34.000Z', 'dateTo': '2010-05-27T19:32:41.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2010-05-27T19:32:41.000Z', 'dateTo': None, 'samplePeriod': 10.0, 'sampleSize': 1}]",ADCP2MHZ,NTAquadoppHRCP2978,12003,http://data.oceannetworks.ca/DeviceListing?DeviceId=12003,Nortek Aquadopp HR-Profiler 2 MHz 2978,True
1562,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0888/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2012-05-23T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",ADCP1MHZ,NTAquadoppHRCP5281,23095,http://data.oceannetworks.ca/DeviceListing?DeviceId=23095,Nortek Aquadopp HR-Profiler 1 MHz 5281,True
1563,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL0888/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2015-03-16T17:17:03.000Z', 'dateTo': '2022-02-25T18:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2022-02-25T18:00:00.000Z', 'dateTo': '2022-02-28T18:50:00.000Z', 'samplePeriod': 2.0, 'sampleSize': 1}, {'dateFrom': '2022-02-28T18:50:00.000Z', 'dateTo': '2023-03-16T14:56:51.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2023-03-16T14:56:51.000Z', 'dateTo': None, 'samplePeriod': 2.0, 'sampleSize': 1}]",ADCP1MHZ,NTAquadoppHRCP7058,23470,http://data.oceannetworks.ca/DeviceListing?DeviceId=23470,Nortek Aquadopp HR-Profiler 1 MHz 7058,True
1564,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1286/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2008-09-28T00:00:00.000Z', 'dateTo': '2015-01-20T20:57:13.000Z', 'samplePeriod': 0.25, 'sampleSize': 1}, {'dateFrom': '2015-01-20T20:57:13.000Z', 'dateTo': None, 'samplePeriod': 0.03125, 'sampleSize': 1}]",CURRENTMETER,NTVectorCM4594,40,http://data.oceannetworks.ca/DeviceListing?DeviceId=40,Nortek Vector Current Meter VEC4594,True
1565,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1286/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2011-06-23T20:00:00.000Z', 'dateTo': '2017-09-14T21:00:00.000Z', 'samplePeriod': 0.125, 'sampleSize': 1}, {'dateFrom': '2017-09-14T21:00:00.000Z', 'dateTo': '2018-10-03T18:17:54.000Z', 'samplePeriod': 0.03125, 'sampleSize': 1}, {'dateFrom': '2018-10-03T18:17:54.000Z', 'dateTo': '2023-02-10T00:00:00.000Z', 'samplePeriod': 0.125, 'sampleSize': 1}, {'dateFrom': '2023-02-10T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.03125, 'sampleSize': 1}]",CURRENTMETER,NTVectorCM4820,22795,http://data.oceannetworks.ca/DeviceListing?DeviceId=22795,Nortek Vector Current Meter 4820,True
1566,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1286/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2012-02-25T21:00:00.000Z', 'dateTo': '2017-03-10T18:16:42.000Z', 'samplePeriod': 0.25, 'sampleSize': 1}, {'dateFrom': '2017-03-10T18:16:42.000Z', 'dateTo': None, 'samplePeriod': 0.125, 'sampleSize': 1}]",CURRENTMETER,NTVectorCM4895,1301,http://data.oceannetworks.ca/DeviceListing?DeviceId=1301,Nortek Vector Current Meter 4895,True
1567,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1286/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2013-03-25T00:00:00.000Z', 'dateTo': '2014-01-21T00:00:00.000Z', 'samplePeriod': 0.25, 'sampleSize': 0}, {'dateFrom': '2014-01-21T00:00:00.000Z', 'dateTo': '2015-01-20T20:57:59.000Z', 'samplePeriod': 0.0625, 'sampleSize': 1}, {'dateFrom': '2015-01-20T20:57:59.000Z', 'dateTo': None, 'samplePeriod': 0.03125, 'sampleSize': 1}]",CURRENTMETER,NTVectorCM4896,23143,http://data.oceannetworks.ca/DeviceListing?DeviceId=23143,Nortek Vector Current Meter 4896,True
1568,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1286/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2011-12-10T00:00:00.000Z', 'dateTo': '2014-02-18T09:49:00.000Z', 'samplePeriod': 0.25, 'sampleSize': 1}, {'dateFrom': '2014-02-18T09:49:00.000Z', 'dateTo': '2015-11-11T00:20:00.000Z', 'samplePeriod': 0.0625, 'sampleSize': 1}, {'dateFrom': '2015-11-11T00:20:00.000Z', 'dateTo': None, 'samplePeriod': 0.03125, 'sampleSize': 1}]",CURRENTMETER,NTVectorCM4897,23021,http://data.oceannetworks.ca/DeviceListing?DeviceId=23021,Nortek Vector Current Meter 4897,True
1569,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1286/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2013-03-25T00:00:00.000Z', 'dateTo': '2013-09-26T20:00:11.000Z', 'samplePeriod': 0.25, 'sampleSize': 0}, {'dateFrom': '2013-09-26T20:00:11.000Z', 'dateTo': '2016-05-26T16:02:00.000Z', 'samplePeriod': 0.125, 'sampleSize': 1}, {'dateFrom': '2016-05-26T16:02:00.000Z', 'dateTo': None, 'samplePeriod': 0.03125, 'sampleSize': 1}]",CURRENTMETER,NTVectorCM4899,23144,http://data.oceannetworks.ca/DeviceListing?DeviceId=23144,Nortek Vector Current Meter 4899,True
1570,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1286/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2012-08-07T00:00:00.000Z', 'dateTo': '2014-02-21T05:37:59.000Z', 'samplePeriod': 0.25, 'sampleSize': 1}, {'dateFrom': '2014-02-21T05:37:59.000Z', 'dateTo': '2015-11-11T00:15:09.000Z', 'samplePeriod': 0.0625, 'sampleSize': 1}, {'dateFrom': '2015-11-11T00:15:09.000Z', 'dateTo': None, 'samplePeriod': 0.03125, 'sampleSize': 1}]",CURRENTMETER,NTVectorCM4906,23271,http://data.oceannetworks.ca/DeviceListing?DeviceId=23271,Nortek Vector Current Meter 4906,True
1571,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1286/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2022-08-22T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.03125, 'sampleSize': 1}]",CURRENTMETER,NTVectorCM5463,28439,http://data.oceannetworks.ca/DeviceListing?DeviceId=28439,Nortek Vector Current Meter 5463,True
1572,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1319/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2012-09-21T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 2.0, 'sampleSize': 1}]",CO2SENSOR,OAPCO2SENSOR,23116,http://data.oceannetworks.ca/DeviceListing?DeviceId=23116,Pro-Oceanus Mini-Pro CO2 (SN 32-132-18),True
1573,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1292/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2012-10-25T18:25:59.000Z', 'dateTo': None, 'samplePeriod': 3.535, 'sampleSize': 1}]",PHSENSOR,OAPPHSENSOR,23115,http://data.oceannetworks.ca/DeviceListing?DeviceId=23115,Satlantic SeaFET Ocean pH Sensor (SN 006),True
1574,{'device': []},[],VIDEOCAM,OceanCam9300765,13125,http://data.oceannetworks.ca/DeviceListing?DeviceId=13125,Brentwood College OceanCam,True
1575,{'device': []},[],VIDEOCAM,OCEANCAMOPT06FHDE9300861,13204,http://data.oceannetworks.ca/DeviceListing?DeviceId=13204,Ocean Presence Technologies OPT-06FHDE 9300861,True
1576,{'device': []},[],VIDEOCAM,OCEANCAMOPT06HDE9300860,13202,http://data.oceannetworks.ca/DeviceListing?DeviceId=13202,Ocean Presence Technologies OPT-06HDE 9300860,True
1577,{'device': []},[],ROV_CAMERA,OCEANEERINGHDCAM166,22300,http://data.oceannetworks.ca/DeviceListing?DeviceId=22300,Oceaneering HD Camera 166 on ROV,True
1578,{'device': []},"[{'dateFrom': '2017-07-01T23:07:26.000Z', 'dateTo': None, 'samplePeriod': 1800.0, 'sampleSize': 1}]",ADAPTER,OCEANETICRELAYADAPTOR_300234065950790,22650,http://data.oceannetworks.ca/DeviceListing?DeviceId=22650,Oceanetic Iridium Adapter 300234065950790,True
1579,{'device': []},"[{'dateFrom': '2020-08-19T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1800.0, 'sampleSize': 1}]",ADAPTER,OCEANETICRELAYADAPTOR_300234066268540,28079,http://data.oceannetworks.ca/DeviceListing?DeviceId=28079,Oceanetic Iridium Adapter 300234066268540,True
1580,{'device': []},"[{'dateFrom': '2013-03-01T00:00:00.000Z', 'dateTo': '2020-03-01T00:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 0}, {'dateFrom': '2020-03-01T00:00:00.000Z', 'dateTo': '2021-02-09T00:00:00.000Z', 'samplePeriod': 2.0, 'sampleSize': 55}, {'dateFrom': '2021-02-09T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 2.0, 'sampleSize': 0}]",NAV,OCEANICEXPLORERNAV01,23242,http://data.oceannetworks.ca/DeviceListing?DeviceId=23242,Oceanic Explorer Navigation 01,True
1581,{'device': []},[],ADAPTER,OCEANSONICSICLINK4044,48960,http://data.oceannetworks.ca/DeviceListing?DeviceId=48960,Ocean Sonics icLink SN 4044,True
1582,{'device': []},"[{'dateFrom': '2009-06-22T15:37:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",JB,OCEANWORKSJB02,10011,http://data.oceannetworks.ca/DeviceListing?DeviceId=10011,OceanWorks Junction Box JB-02,True
1583,{'device': []},"[{'dateFrom': '2009-06-22T15:41:25.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",JB,OceanWorksJB11,10116,http://data.oceannetworks.ca/DeviceListing?DeviceId=10116,OceanWorks Junction Box JB-11,True
1584,{'device': []},"[{'dateFrom': '2019-02-19T17:33:42.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",JB,OCEANWORKSJB17,24057,http://data.oceannetworks.ca/DeviceListing?DeviceId=24057,OceanWorks Junction Box JB-17,True
1585,{'device': []},"[{'dateFrom': '2017-03-21T20:45:59.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",JB,OCEANWORKSJB18,24056,http://data.oceannetworks.ca/DeviceListing?DeviceId=24056,OceanWorks Junction Box JB-18,True
1586,{'device': []},"[{'dateFrom': '2017-04-01T17:11:17.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",JB,OCEANWORKSJB19,24076,http://data.oceannetworks.ca/DeviceListing?DeviceId=24076,OceanWorks Junction Box JB-19,True
1587,{'device': []},[],VIDEOCAM,ODCROVCAM,23124,http://data.oceannetworks.ca/DeviceListing?DeviceId=23124,Ocean Dynamics Falcon ROV Camera,True
1588,{'device': []},"[{'dateFrom': '2009-06-22T15:40:59.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",JB,ODP889_JB10,10103,http://data.oceannetworks.ca/DeviceListing?DeviceId=10103,OceanWorks Junction Box JB-10,True
1589,{'device': []},"[{'dateFrom': '2017-04-28T00:00:00.000Z', 'dateTo': '2020-03-01T00:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 0}, {'dateFrom': '2020-03-01T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 0.2, 'sampleSize': 27}]",NAV,ODYSSEUSROVNAV01,24053,http://data.oceannetworks.ca/DeviceListing?DeviceId=24053,Odysseus ROV Navigation 01,True
1590,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1651/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2010-08-19T16:28:45.000Z', 'dateTo': None, 'samplePeriod': 20.0, 'sampleSize': 1}]",BARS,OESUWBARS001,15002,http://data.oceannetworks.ca/DeviceListing?DeviceId=15002,OceanEngUW BARS 01,True
1591,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1651/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2010-08-19T16:27:40.000Z', 'dateTo': None, 'samplePeriod': 20.0, 'sampleSize': 1}]",BARS,OESUWBARS002,19002,http://data.oceannetworks.ca/DeviceListing?DeviceId=19002,OceanEngUW BARS 02,True
1592,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1651/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2017-06-05T23:53:29.000Z', 'dateTo': None, 'samplePeriod': 20.0, 'sampleSize': 1}]",BARS,OESUWBARS03,24026,http://data.oceannetworks.ca/DeviceListing?DeviceId=24026,OceanEngUW BARS 03,True
1593,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1651/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-04-30T18:46:51.000Z', 'dateTo': None, 'samplePeriod': 20.0, 'sampleSize': 1}]",BARS,OESUWBARS04,24024,http://data.oceannetworks.ca/DeviceListing?DeviceId=24024,OceanEngUW BARS 04,True
1594,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1651/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2019-03-28T15:32:58.000Z', 'dateTo': None, 'samplePeriod': 20.0, 'sampleSize': 1}]",BARS,OESUWBARS05,24025,http://data.oceannetworks.ca/DeviceListing?DeviceId=24025,OceanEngUW BARS 05,True
1595,"{'device': [{'uri': 'http://vocab.nerc.ac.uk/collection/L22/current/TOOL1651/', 'vocabulary': 'SeaVoX Device Catalogue'}]}","[{'dateFrom': '2018-06-06T22:12:35.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 1}]",BARS,OESUWBARS06,24351,http://data.oceannetworks.ca/DeviceListing?DeviceId=24351,OceanEngUW BARS 06,True
1596,{'device': []},"[{'dateFrom': '2015-08-01T00:00:00.000Z', 'dateTo': '2016-11-01T16:30:08.000Z', 'samplePeriod': 10.0, 'sampleSize': 1}, {'dateFrom': '2016-11-01T16:30:08.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",METSTN,OKEANOSEXPLORERMETSTATION01,22882,http://data.oceannetworks.ca/DeviceListing?DeviceId=22882,Okeanos Explorer Meteorological Station 01,True
1597,{'device': []},"[{'dateFrom': '2015-04-10T00:00:00.000Z', 'dateTo': '2016-10-26T22:24:10.000Z', 'samplePeriod': 0.5, 'sampleSize': 2}, {'dateFrom': '2016-10-26T22:24:10.000Z', 'dateTo': '2019-06-24T00:00:00.000Z', 'samplePeriod': 1.0, 'sampleSize': 1}, {'dateFrom': '2019-06-24T00:00:00.000Z', 'dateTo': '2019-06-25T00:00:00.000Z', 'samplePeriod': 0.5, 'sampleSize': 2}, {'dateFrom': '2019-06-25T00:00:00.000Z', 'dateTo': None, 'samplePeriod': 1.0, 'sampleSize': 1}]",NAV,OKEANOSEXPLORERNAV01,23973,http://data.oceannetworks.ca/DeviceListing?DeviceId=23973,Okeanos Explorer Navigation 01,True
1598,{'device': []},"[{'dateFrom': '2013-04-29T17:04:17.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 0}]",ADAPTER,OMEGA_D5000_OMEGABUS_1202,12122,http://data.oceannetworks.ca/DeviceListing?DeviceId=12122,Omega D5000 Omegabus Digital Transmitter 1202,True
1599,{'device': []},"[{'dateFrom': '2013-04-30T20:01:48.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 0}]",TEMPSENSOR,OMEGABUSTHERMISTOR01,12520,http://data.oceannetworks.ca/DeviceListing?DeviceId=12520,Omegabus Thermistor 01,True
1600,{'device': []},"[{'dateFrom': '2013-04-30T20:02:16.000Z', 'dateTo': None, 'samplePeriod': 60.0, 'sampleSize': 0}]",TEMPSENSOR,OMEGABUSTHERMISTOR02,12521,http://data.oceannetworks.ca/DeviceListing?DeviceId=12521,Omegabus Thermistor 02,True
